#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
2221086	cfd	1	460	26	0.820000	2.0632	306.76645766666667	13.879652666666667	11.540920666666667	2.4910080000000003	17.94861966666667	100.0	0.0	0.0	322.5828216666667	3061.092906	199.69175733333336	8253.03071	0.548796
2221600	cfd	1	460	26	0.820000	2.0821692307692308	306.9563416666667	13.798732666666666	11.591481666666667	2.496720333333333	18.119085000000002	100.0	0.0	0.0	320.60737466666666	3031.0144980000005	199.688642	8044.551901333332	0.5480383333333334
2222113	cfd	1	460	26	0.820000	2.077148717948718	312.32285099999996	13.802109999999999	11.391966000000002	2.4715613333333333	18.244128	100.0	0.0	0.0	315.3741273333333	3019.965596	199.67917333333335	8281.279719	0.5516293333333333
2222628	cfd	1	460	26	0.820000	2.08345641025641	311.9477856666667	13.787850999999998	11.562527000000001	2.444208	18.221714666666667	100.0	0.0	0.0	313.76124566666664	3022.58398	199.69143899999997	8410.655994	0.5526873333333332
2223142	cfd	1	460	26	0.820000	2.065748717948718	309.52946000000003	13.798679	11.578231333333335	2.445933333333333	17.928121	100.0	0.0	0.0	312.8045783333333	3019.545617333333	199.68585900000002	8097.928214	0.5484106666666667
2223658	cfd	1	460	26	0.820000	2.0770717948717947	311.656791	13.789636666666667	11.560987333333335	2.440047	17.911668666666667	100.0	0.0	0.0	312.7580473333333	3039.2908156666667	199.68442866666666	6841.268371666668	0.5490766666666667
2224167	cfd	1	460	27	0.820000	2.0805435897435895	313.78459133333337	13.794975666666668	11.376124666666668	2.4531596666666666	17.920836	100.0	0.0	0.0	313.08310233333333	3088.082309666667	199.68853666666666	7211.720033333334	0.5477346666666666
2224675	cfd	1	460	27	0.820000	2.102471794871795	311.663527	13.859689333333334	11.476936	2.4884796666666666	18.00681666666667	100.0	0.0	0.0	313.21617299999997	3104.899445333334	199.68212233333335	7646.690227333333	0.548854
2225182	cfd	1	460	27	0.820000	2.0918564102564106	311.757236	13.981124666666666	11.586158333333332	2.463181666666667	18.188042333333335	100.0	0.0	0.0	313.611736	3080.5197740000003	199.69178	7824.429175333334	0.557245
2225690	cfd	1	460	26	0.820000	2.091887179487179	312.5650253333333	14.091308333333332	11.588359666666667	2.441004	18.067447333333334	100.0	0.0	0.0	312.7440206666667	3076.0696306666664	199.693136	7719.632127	0.5623516666666667
2226202	cfd	1	460	27	0.820000	2.0888358974358976	309.4921943333333	14.206206333333332	11.442162666666666	2.451603	18.199336666666664	100.0	0.0	0.0	313.06850033333336	3046.510021	199.6900926666667	7699.812177666667	0.5691576666666667
2226717	cfd	1	460	26	0.820000	2.098389743589744	306.74201466666665	14.084844666666667	11.377342666666665	2.443801666666667	18.323229333333334	100.0	0.0	0.0	313.535348	3044.982517333334	199.67938633333333	7685.556748	0.5553413333333334
2227228	cfd	1	460	26	0.820000	2.0900205128205127	306.761932	13.960040666666666	11.386118666666666	2.4896049999999996	18.27248366666667	99.99814933333334	0.0	0.0	313.28998900000005	3074.866394666667	199.68998200000001	7586.506458333333	0.548432
2227743	cfd	1	460	26	0.820000	2.0841435897435896	306.96908	13.862935	11.371313	2.479385	18.027662666666668	100.0	0.0	0.0	316.26070966666674	3077.3703153333336	199.687552	7611.470322000001	0.547702
2228258	cfd	1	460	26	0.820000	2.0777384615384613	306.7717606666667	13.789972333333333	11.515193333333334	2.4868263333333336	17.873282666666665	100.0	0.0	0.0	321.93373	3062.9630673333336	199.68532033333335	7869.159783	0.5491320000000001
2228773	cfd	1	460	26	0.820000	2.0990564102564107	306.6843146666667	13.802460666666667	11.578547333333333	2.487966333333333	18.01234	100.0	0.0	0.0	324.8347893333334	3032.323354	199.69132166666665	8035.272317333333	0.550014
2229288	cfd	1	460	26	0.820000	2.0904820512820512	311.63063066666666	13.800164333333335	11.445205999999999	2.494313	18.217118	100.0	0.0	0.0	320.2558783333333	3020.8586143333337	199.69515933333332	7970.369651333333	0.5478586666666666
2229803	cfd	1	460	26	0.820000	2.0752051282051283	312.3343476666667	13.793472	11.387752666666666	2.478883	18.284938999999998	100.0	0.0	0.0	314.40730633333334	3023.4406056666667	199.68228066666666	8035.924610666666	0.5482776666666668
2230318	cfd	1	460	26	0.820000	2.0606	310.003077	13.789112000000001	11.360479333333332	2.4491176666666665	18.260440666666668	100.0	0.0	0.0	313.66394733333334	3024.4538236666667	199.68862466666667	7575.968516666667	0.5494736666666666
2230835	cfd	1	460	26	0.820000	2.0657384615384613	308.74744533333336	13.794980333333333	11.38779	2.4389893333333337	18.080201	100.0	0.0	0.0	313.24079933333337	3029.278009	199.688818	7579.534080666667	0.5495353333333334
2231346	cfd	1	460	26	0.820000	2.0820923076923075	312.9573516666667	13.798526333333333	11.579433666666667	2.4623939999999997	17.949045	100.0	0.0	0.0	312.94315966666665	3078.0456580000005	199.68344166666668	7175.174547	0.548277
2231854	cfd	1	460	27	0.820000	2.073682051282051	315.76002266666666	13.846143333333332	11.614571666666668	2.4659669999999996	17.991489666666666	100.0	0.0	0.0	312.8358093333333	3123.905242666667	199.684363	7361.792295666666	0.5488506666666667
2232362	cfd	1	460	27	0.820000	2.0839846153846158	311.90344166666665	13.961027	11.58289	2.500126	18.091245333333337	100.0	0.0	0.0	313.2109183333334	3072.5120163333336	199.68529433333333	7329.492328666667	0.5572193333333333
2232875	cfd	1	460	26	0.820000	2.0923230769230767	307.44477566666666	14.045591000000002	11.574160333333333	2.4580753333333334	18.302076333333332	100.0	0.0	0.0	314.4079473333333	3023.7805573333335	199.69187033333333	8024.574257666666	0.5622453333333334
2233390	cfd	1	460	26	0.820000	2.0820871794871794	306.80687333333333	14.055559000000002	11.575449666666666	2.449498333333333	18.491027	100.0	0.0	0.0	313.73763533333334	3021.5155419999996	199.694209	8094.386268333333	0.5671416666666667
2233905	cfd	1	460	26	0.820000	2.0844256410256414	306.72101100000003	14.002439	11.521974666666665	2.443238666666667	18.357919	100.0	0.0	0.0	312.96637066666665	3039.1438113333334	199.68712833333333	7835.828442333334	0.568458
2234417	cfd	1	460	26	0.820000	2.095651282051282	306.87420433333335	13.896211333333333	11.364308000000001	2.4923723333333334	18.068836333333333	100.0	0.0	0.0	313.26646566666665	3072.693017333333	199.68237133333332	7906.402008	0.5666473333333334
2234930	cfd	1	460	26	0.820000	2.0853333333333333	306.621652	13.8237	11.387232	2.4664886666666668	17.998872666666667	100.0	0.0	0.0	314.3019656666667	3077.576352	199.68955666666668	7034.845659	0.5560200000000001
2235445	cfd	1	460	26	0.820000	2.104630769230769	306.94858	13.799526333333333	11.487662	2.4451493333333336	17.948457666666666	100.0	0.0	0.0	318.9996436666667	3080.037479	199.69227366666667	6822.485637999999	0.5491
2235962	cfd	1	460	26	0.820000	2.0833641025641025	306.87986266666667	13.796332666666666	11.593994333333333	2.4465683333333335	17.912125666666668	100.0	0.0	0.0	323.05762	3073.393665	199.687176	6750.160036666667	0.5478443333333333
